answers,context,id,question,title
"{'answer_start': [521], 'text': ['much lower']}","Up to the 1990s, the Federal District was the most populous federal entity in Mexico, but since then its population has remained stable at around 8.7 million. The growth of the city has extended beyond the limits of the Federal District to 59 municipalities of the state of Mexico and 1 in the state of Hidalgo. With a population of approximately 19.8 million inhabitants (2008), it is one of the most populous conurbations in the world. Nonetheless, the annual rate of growth of the Metropolitan Area of Mexico City is much lower than that of other large urban agglomerations in Mexico, a phenomenon most likely attributable to the environmental policy of decentralization. The net migration rate of the Federal District from 1995 to 2000 was negative.",57268d79dd62a815002e8959>,"Compared to other cities in Mexico, Mexico City's growth is?",Mexico City
"{'answer_start': [192], 'text': ['Argentina and Colombia']}","On the other hand, Mexico City is also home to large communities of expatriates and immigrants, most notably from the rest of North America (U.S. and Canada), from South America (mainly from Argentina and Colombia, but also from Brazil, Chile, Uruguay and Venezuela), from Central America and the Caribbean (mainly from Cuba, Guatemala, El Salvador, Haiti and Honduras); from Europe (mainly from Spain, Germany and Switzerland, but also from Czech Republic, Hungary, France, Italy, Ireland, the Netherlands, Poland and Romania), from the Middle East (mainly from Egypt, Lebanon and Syria); and recently from Asia-Pacific (mainly from China and South Korea). Historically since the era of New Spain, many Filipinos settled in the city and have become integrated in Mexican society. While no official figures have been reported, population estimates of each of these communities are quite significant.",57268f75f1498d1400e8e3cc,What countries do most of the South American immigrants come from?,Mexico City
"{'answer_start': [635], 'text': ['China and South Korea']}","On the other hand, Mexico City is also home to large communities of expatriates and immigrants, most notably from the rest of North America (U.S. and Canada), from South America (mainly from Argentina and Colombia, but also from Brazil, Chile, Uruguay and Venezuela), from Central America and the Caribbean (mainly from Cuba, Guatemala, El Salvador, Haiti and Honduras); from Europe (mainly from Spain, Germany and Switzerland, but also from Czech Republic, Hungary, France, Italy, Ireland, the Netherlands, Poland and Romania), from the Middle East (mainly from Egypt, Lebanon and Syria); and recently from Asia-Pacific (mainly from China and South Korea). Historically since the era of New Spain, many Filipinos settled in the city and have become integrated in Mexican society. While no official figures have been reported, population estimates of each of these communities are quite significant.",57268f75f1498d1400e8e3cd,Where do most of the Asian immigrants come from?,Mexico City
"{'answer_start': [672], 'text': ['since the era of New Spain']}","On the other hand, Mexico City is also home to large communities of expatriates and immigrants, most notably from the rest of North America (U.S. and Canada), from South America (mainly from Argentina and Colombia, but also from Brazil, Chile, Uruguay and Venezuela), from Central America and the Caribbean (mainly from Cuba, Guatemala, El Salvador, Haiti and Honduras); from Europe (mainly from Spain, Germany and Switzerland, but also from Czech Republic, Hungary, France, Italy, Ireland, the Netherlands, Poland and Romania), from the Middle East (mainly from Egypt, Lebanon and Syria); and recently from Asia-Pacific (mainly from China and South Korea). Historically since the era of New Spain, many Filipinos settled in the city and have become integrated in Mexican society. While no official figures have been reported, population estimates of each of these communities are quite significant.",57268f75f1498d1400e8e3ce>,When did Filipinos start migrating to Mexico City?,Mexico City
"{'answer_start': [163], 'text': ['UNESCO']}","The Historic center of Mexico City (Centro HistĂłrico) and the ""floating gardens"" of Xochimilco in the southern borough have been declared World Heritage Sites by UNESCO. Famous landmarks in the Historic Center include the Plaza de la ConstituciĂłn (ZĂłcalo), the main central square with its epoch-contrasting Spanish-era Metropolitan Cathedral and National Palace, ancient Aztec temple ruins Templo Mayor (""Major Temple"") and modern structures, all within a few steps of one another. (The Templo Mayor was discovered in 1978 while workers were digging to place underground electric cables).",57269001708984140094ca39,Who designated the floating gardens as a World Heritage site?,Mexico City
"{'answer_start': [139], 'text': ['World Heritage Sites']}","The Historic center of Mexico City (Centro HistĂłrico) and the ""floating gardens"" of Xochimilco in the southern borough have been declared World Heritage Sites by UNESCO. Famous landmarks in the Historic Center include the Plaza de la ConstituciĂłn (ZĂłcalo), the main central square with its epoch-contrasting Spanish-era Metropolitan Cathedral and National Palace, ancient Aztec temple ruins Templo Mayor (""Major Temple"") and modern structures, all within a few steps of one another. (The Templo Mayor was discovered in 1978 while workers were digging to place underground electric cables).",57269001708984140094ca3a,The Historic Center and the floating gardens are both examples of what?,Mexico City
"{'answer_start': [520], 'text': ['1978']}","The Historic center of Mexico City (Centro HistĂłrico) and the ""floating gardens"" of Xochimilco in the southern borough have been declared World Heritage Sites by UNESCO. Famous landmarks in the Historic Center include the Plaza de la ConstituciĂłn (ZĂłcalo), the main central square with its epoch-contrasting Spanish-era Metropolitan Cathedral and National Palace, ancient Aztec temple ruins Templo Mayor (""Major Temple"") and modern structures, all within a few steps of one another. (The Templo Mayor was discovered in 1978 while workers were digging to place underground electric cables).",57269001708984140094ca3b,When was the Templo Mayor found?,Mexico City
"{'answer_start': [531], 'text': ['workers were digging to place underground electric cables']}","The Historic center of Mexico City (Centro HistĂłrico) and the ""floating gardens"" of Xochimilco in the southern borough have been declared World Heritage Sites by UNESCO. Famous landmarks in the Historic Center include the Plaza de la ConstituciĂłn (ZĂłcalo), the main central square with its epoch-contrasting Spanish-era Metropolitan Cathedral and National Palace, ancient Aztec temple ruins Templo Mayor (""Major Temple"") and modern structures, all within a few steps of one another. (The Templo Mayor was discovered in 1978 while workers were digging to place underground electric cables).",57269001708984140094ca3c>,How was Templo Mayor discovered? ,Mexico City
"{'answer_start': [50], 'text': ['golden Angel of Independence']}","The most recognizable icon of Mexico City is the golden Angel of Independence on the wide, elegant avenue Paseo de la Reforma, modeled by the order of the Emperor Maximilian of Mexico after the Champs-ĂlysĂ©es in Paris. This avenue was designed over the Americas' oldest known major roadway in the 19th century to connect the National Palace (seat of government) with the Castle of Chapultepec, the imperial residence. Today, this avenue is an important financial district in which the Mexican Stock Exchange and several corporate headquarters are located. Another important avenue is the Avenida de los Insurgentes, which extends 28.8 km (17.9 mi) and is one of the longest single avenues in the world.",572690d45951b619008f76cd,What is the most popular icon of Mexico City?,Mexico City
"{'answer_start': [139], 'text': ['the order of the Emperor Maximilian']}","The most recognizable icon of Mexico City is the golden Angel of Independence on the wide, elegant avenue Paseo de la Reforma, modeled by the order of the Emperor Maximilian of Mexico after the Champs-ĂlysĂ©es in Paris. This avenue was designed over the Americas' oldest known major roadway in the 19th century to connect the National Palace (seat of government) with the Castle of Chapultepec, the imperial residence. Today, this avenue is an important financial district in which the Mexican Stock Exchange and several corporate headquarters are located. Another important avenue is the Avenida de los Insurgentes, which extends 28.8 km (17.9 mi) and is one of the longest single avenues in the world.",572690d45951b619008f76ce,Who made the Angel of Independence?,Mexico City
"{'answer_start': [326], 'text': ['National Palace (seat of government) with the Castle of Chapultepec']}","The most recognizable icon of Mexico City is the golden Angel of Independence on the wide, elegant avenue Paseo de la Reforma, modeled by the order of the Emperor Maximilian of Mexico after the Champs-ĂlysĂ©es in Paris. This avenue was designed over the Americas' oldest known major roadway in the 19th century to connect the National Palace (seat of government) with the Castle of Chapultepec, the imperial residence. Today, this avenue is an important financial district in which the Mexican Stock Exchange and several corporate headquarters are located. Another important avenue is the Avenida de los Insurgentes, which extends 28.8 km (17.9 mi) and is one of the longest single avenues in the world.",572690d45951b619008f76cf,The angel of independence is over the roadway that connects what?,Mexico City
"{'answer_start': [589], 'text': ['Avenida de los Insurgentes']}","The most recognizable icon of Mexico City is the golden Angel of Independence on the wide, elegant avenue Paseo de la Reforma, modeled by the order of the Emperor Maximilian of Mexico after the Champs-ĂlysĂ©es in Paris. This avenue was designed over the Americas' oldest known major roadway in the 19th century to connect the National Palace (seat of government) with the Castle of Chapultepec, the imperial residence. Today, this avenue is an important financial district in which the Mexican Stock Exchange and several corporate headquarters are located. Another important avenue is the Avenida de los Insurgentes, which extends 28.8 km (17.9 mi) and is one of the longest single avenues in the world.",572690d45951b619008f76d1,What is the name of the longest avenue in Mexico City?,Mexico City
"{'answer_start': [631], 'text': ['28.8 km (17.9 mi)']}","The most recognizable icon of Mexico City is the golden Angel of Independence on the wide, elegant avenue Paseo de la Reforma, modeled by the order of the Emperor Maximilian of Mexico after the Champs-ĂlysĂ©es in Paris. This avenue was designed over the Americas' oldest known major roadway in the 19th century to connect the National Palace (seat of government) with the Castle of Chapultepec, the imperial residence. Today, this avenue is an important financial district in which the Mexican Stock Exchange and several corporate headquarters are located. Another important avenue is the Avenida de los Insurgentes, which extends 28.8 km (17.9 mi) and is one of the longest single avenues in the world.",572690d45951b619008f76d0>,How long is the longest avenue in Mexico City?,Mexico City
"{'answer_start': [1], 'text': ['Chapultepec Park']}","Chapultepec Park houses the Chapultepec Castle, now a museum on a hill that overlooks the park and its numerous museums, monuments and the national zoo and the National Museum of Anthropology (which houses the Aztec Calendar Stone). Another piece of architecture is the Fine Arts Palace, a white marble theatre/museum whose weight is such that it has gradually been sinking into the soft ground below. Its construction began during the presidency of Porfirio DĂ­az and ended in 1934, after being interrupted by the Mexican Revolution in the 1920s. The Plaza of the Three Cultures in the Tlatelolco neighbourhood, and the shrine and Basilicas of Our Lady of Guadalupe are also important sites. There is a double-decker bus, known as the ""Turibus"", that circles most of these sites, and has timed audio describing the sites in multiple languages as they are passed.",572691a7708984140094ca63,Chapultepec Castle is located where?,Mexico City
"{'answer_start': [1], 'text': ['Chapultepec Park']}","Chapultepec Park houses the Chapultepec Castle, now a museum on a hill that overlooks the park and its numerous museums, monuments and the national zoo and the National Museum of Anthropology (which houses the Aztec Calendar Stone). Another piece of architecture is the Fine Arts Palace, a white marble theatre/museum whose weight is such that it has gradually been sinking into the soft ground below. Its construction began during the presidency of Porfirio DĂ­az and ended in 1934, after being interrupted by the Mexican Revolution in the 1920s. The Plaza of the Three Cultures in the Tlatelolco neighbourhood, and the shrine and Basilicas of Our Lady of Guadalupe are also important sites. There is a double-decker bus, known as the ""Turibus"", that circles most of these sites, and has timed audio describing the sites in multiple languages as they are passed.",572691a7708984140094ca64,Where is the National Museum of Anthropology located?,Mexico City
"{'answer_start': [478], 'text': ['1934']}","Chapultepec Park houses the Chapultepec Castle, now a museum on a hill that overlooks the park and its numerous museums, monuments and the national zoo and the National Museum of Anthropology (which houses the Aztec Calendar Stone). Another piece of architecture is the Fine Arts Palace, a white marble theatre/museum whose weight is such that it has gradually been sinking into the soft ground below. Its construction began during the presidency of Porfirio DĂ­az and ended in 1934, after being interrupted by the Mexican Revolution in the 1920s. The Plaza of the Three Cultures in the Tlatelolco neighbourhood, and the shrine and Basilicas of Our Lady of Guadalupe are also important sites. There is a double-decker bus, known as the ""Turibus"", that circles most of these sites, and has timed audio describing the sites in multiple languages as they are passed.",572691a7708984140094ca65,When did construction of the Fine Arts Palace end?,Mexico City
"{'answer_start': [737], 'text': ['Turibus']}","Chapultepec Park houses the Chapultepec Castle, now a museum on a hill that overlooks the park and its numerous museums, monuments and the national zoo and the National Museum of Anthropology (which houses the Aztec Calendar Stone). Another piece of architecture is the Fine Arts Palace, a white marble theatre/museum whose weight is such that it has gradually been sinking into the soft ground below. Its construction began during the presidency of Porfirio DĂ­az and ended in 1934, after being interrupted by the Mexican Revolution in the 1920s. The Plaza of the Three Cultures in the Tlatelolco neighbourhood, and the shrine and Basilicas of Our Lady of Guadalupe are also important sites. There is a double-decker bus, known as the ""Turibus"", that circles most of these sites, and has timed audio describing the sites in multiple languages as they are passed.",572691a7708984140094ca66,What is the name of the tour bus that shows off the monuments of Mexico City?,Mexico City
"{'answer_start': [496], 'text': ['interrupted by the Mexican Revolution']}","Chapultepec Park houses the Chapultepec Castle, now a museum on a hill that overlooks the park and its numerous museums, monuments and the national zoo and the National Museum of Anthropology (which houses the Aztec Calendar Stone). Another piece of architecture is the Fine Arts Palace, a white marble theatre/museum whose weight is such that it has gradually been sinking into the soft ground below. Its construction began during the presidency of Porfirio DĂ­az and ended in 1934, after being interrupted by the Mexican Revolution in the 1920s. The Plaza of the Three Cultures in the Tlatelolco neighbourhood, and the shrine and Basilicas of Our Lady of Guadalupe are also important sites. There is a double-decker bus, known as the ""Turibus"", that circles most of these sites, and has timed audio describing the sites in multiple languages as they are passed.",572691a7708984140094ca67>,Why did the construction of the Fine Arts Palace take so long?,Mexico City
"{'answer_start': [27], 'text': ['about 160']}","In addition, the city has about 160 museumsâthe world's greatest single metropolitan concentration âover 100 art galleries, and some 30 concert halls, all of which maintain a constant cultural activity during the whole year. It has either the third or fourth-highest number of theatres in the world after New York, London and perhaps Toronto. Many areas (e.g. Palacio Nacional and the National Institute of Cardiology) have murals painted by Diego Rivera. He and his wife Frida Kahlo lived in CoyoacĂĄn, where several of their homes, studios, and art collections are open to the public. The house where Leon Trotsky was initially granted asylum and finally murdered in 1940 is also in CoyoacĂĄn.",572692035951b619008f76f5,How many museums are in Mexico City?,Mexico City
"{'answer_start': [101], 'text': ['over 100']}","In addition, the city has about 160 museumsâthe world's greatest single metropolitan concentration âover 100 art galleries, and some 30 concert halls, all of which maintain a constant cultural activity during the whole year. It has either the third or fourth-highest number of theatres in the world after New York, London and perhaps Toronto. Many areas (e.g. Palacio Nacional and the National Institute of Cardiology) have murals painted by Diego Rivera. He and his wife Frida Kahlo lived in CoyoacĂĄn, where several of their homes, studios, and art collections are open to the public. The house where Leon Trotsky was initially granted asylum and finally murdered in 1940 is also in CoyoacĂĄn.",572692035951b619008f76f6,How many art galleries are in Mexico City?,Mexico City
"{'answer_start': [134], 'text': ['30']}","In addition, the city has about 160 museumsâthe world's greatest single metropolitan concentration âover 100 art galleries, and some 30 concert halls, all of which maintain a constant cultural activity during the whole year. It has either the third or fourth-highest number of theatres in the world after New York, London and perhaps Toronto. Many areas (e.g. Palacio Nacional and the National Institute of Cardiology) have murals painted by Diego Rivera. He and his wife Frida Kahlo lived in CoyoacĂĄn, where several of their homes, studios, and art collections are open to the public. The house where Leon Trotsky was initially granted asylum and finally murdered in 1940 is also in CoyoacĂĄn.",572692035951b619008f76f7,How many concert halls are in Mexico City?,Mexico City
"{'answer_start': [443], 'text': ['Diego Rivera']}","In addition, the city has about 160 museumsâthe world's greatest single metropolitan concentration âover 100 art galleries, and some 30 concert halls, all of which maintain a constant cultural activity during the whole year. It has either the third or fourth-highest number of theatres in the world after New York, London and perhaps Toronto. Many areas (e.g. Palacio Nacional and the National Institute of Cardiology) have murals painted by Diego Rivera. He and his wife Frida Kahlo lived in CoyoacĂĄn, where several of their homes, studios, and art collections are open to the public. The house where Leon Trotsky was initially granted asylum and finally murdered in 1940 is also in CoyoacĂĄn.",572692035951b619008f76f8,Who has painted murals all over the city?,Mexico City
"{'answer_start': [685], 'text': ['CoyoacĂĄn']}","In addition, the city has about 160 museumsâthe world's greatest single metropolitan concentration âover 100 art galleries, and some 30 concert halls, all of which maintain a constant cultural activity during the whole year. It has either the third or fourth-highest number of theatres in the world after New York, London and perhaps Toronto. Many areas (e.g. Palacio Nacional and the National Institute of Cardiology) have murals painted by Diego Rivera. He and his wife Frida Kahlo lived in CoyoacĂĄn, where several of their homes, studios, and art collections are open to the public. The house where Leon Trotsky was initially granted asylum and finally murdered in 1940 is also in CoyoacĂĄn.",572692035951b619008f76f9>,Where is the house that Leon Trotsky was murdered?,Mexico City
"{'answer_start': [65], 'text': ['225.9 km (140 mi)']}","Mexico City is served by the Sistema de Transporte Colectivo, a 225.9 km (140 mi) metro system, which is the largest in Latin America. The first portions were opened in 1969 and it has expanded to 12 lines with 195 stations. The metro is one of the busiest in the world transporting approximately 4.5 million people every day, surpassed only by subway lines in Moscow (7.5 million), Tokyo (5.9 million), and New York City (5.1 million). It is heavily subsidized, and has some of the lowest fares in the world, each trip costing 5.00 pesos from 05:00 am to midnight. Several stations display pre-Columbian artifacts and architecture that were discovered during the metro's construction.[citation needed] However, the metro covers less than half of the total urban area. The Metro stations are also differentiated by the use of icons and glyphs which were proposed for people who could not read. The specific icons were developed based on historical (characters, sites, pre-Hispanic motifs), linguistic, symbolic (glyphs) or location references and has being emulated in further transportations alternatives in the City and in other Mexican cities. Mexico City is the only city in the world to use the icon reference and has become a popular culture trademark for the city.",572693ac5951b619008f772f,How large is the metro system of Mexico City?,Mexico City
"{'answer_start': [170], 'text': ['1969']}","Mexico City is served by the Sistema de Transporte Colectivo, a 225.9 km (140 mi) metro system, which is the largest in Latin America. The first portions were opened in 1969 and it has expanded to 12 lines with 195 stations. The metro is one of the busiest in the world transporting approximately 4.5 million people every day, surpassed only by subway lines in Moscow (7.5 million), Tokyo (5.9 million), and New York City (5.1 million). It is heavily subsidized, and has some of the lowest fares in the world, each trip costing 5.00 pesos from 05:00 am to midnight. Several stations display pre-Columbian artifacts and architecture that were discovered during the metro's construction.[citation needed] However, the metro covers less than half of the total urban area. The Metro stations are also differentiated by the use of icons and glyphs which were proposed for people who could not read. The specific icons were developed based on historical (characters, sites, pre-Hispanic motifs), linguistic, symbolic (glyphs) or location references and has being emulated in further transportations alternatives in the City and in other Mexican cities. Mexico City is the only city in the world to use the icon reference and has become a popular culture trademark for the city.",572693ac5951b619008f7730,When was the Mexico City metro system first opened?,Mexico City
"{'answer_start': [198], 'text': ['12']}","Mexico City is served by the Sistema de Transporte Colectivo, a 225.9 km (140 mi) metro system, which is the largest in Latin America. The first portions were opened in 1969 and it has expanded to 12 lines with 195 stations. The metro is one of the busiest in the world transporting approximately 4.5 million people every day, surpassed only by subway lines in Moscow (7.5 million), Tokyo (5.9 million), and New York City (5.1 million). It is heavily subsidized, and has some of the lowest fares in the world, each trip costing 5.00 pesos from 05:00 am to midnight. Several stations display pre-Columbian artifacts and architecture that were discovered during the metro's construction.[citation needed] However, the metro covers less than half of the total urban area. The Metro stations are also differentiated by the use of icons and glyphs which were proposed for people who could not read. The specific icons were developed based on historical (characters, sites, pre-Hispanic motifs), linguistic, symbolic (glyphs) or location references and has being emulated in further transportations alternatives in the City and in other Mexican cities. Mexico City is the only city in the world to use the icon reference and has become a popular culture trademark for the city.",572693ac5951b619008f7731,How many lines are in the metro system?,Mexico City
"{'answer_start': [298], 'text': ['4.5 million']}","Mexico City is served by the Sistema de Transporte Colectivo, a 225.9 km (140 mi) metro system, which is the largest in Latin America. The first portions were opened in 1969 and it has expanded to 12 lines with 195 stations. The metro is one of the busiest in the world transporting approximately 4.5 million people every day, surpassed only by subway lines in Moscow (7.5 million), Tokyo (5.9 million), and New York City (5.1 million). It is heavily subsidized, and has some of the lowest fares in the world, each trip costing 5.00 pesos from 05:00 am to midnight. Several stations display pre-Columbian artifacts and architecture that were discovered during the metro's construction.[citation needed] However, the metro covers less than half of the total urban area. The Metro stations are also differentiated by the use of icons and glyphs which were proposed for people who could not read. The specific icons were developed based on historical (characters, sites, pre-Hispanic motifs), linguistic, symbolic (glyphs) or location references and has being emulated in further transportations alternatives in the City and in other Mexican cities. Mexico City is the only city in the world to use the icon reference and has become a popular culture trademark for the city.",572693ac5951b619008f7732,How many people ride the metro system each day?,Mexico City
"{'answer_start': [212], 'text': ['195']}","Mexico City is served by the Sistema de Transporte Colectivo, a 225.9 km (140 mi) metro system, which is the largest in Latin America. The first portions were opened in 1969 and it has expanded to 12 lines with 195 stations. The metro is one of the busiest in the world transporting approximately 4.5 million people every day, surpassed only by subway lines in Moscow (7.5 million), Tokyo (5.9 million), and New York City (5.1 million). It is heavily subsidized, and has some of the lowest fares in the world, each trip costing 5.00 pesos from 05:00 am to midnight. Several stations display pre-Columbian artifacts and architecture that were discovered during the metro's construction.[citation needed] However, the metro covers less than half of the total urban area. The Metro stations are also differentiated by the use of icons and glyphs which were proposed for people who could not read. The specific icons were developed based on historical (characters, sites, pre-Hispanic motifs), linguistic, symbolic (glyphs) or location references and has being emulated in further transportations alternatives in the City and in other Mexican cities. Mexico City is the only city in the world to use the icon reference and has become a popular culture trademark for the city.",572693ac5951b619008f7733>,How many stations are in the Mexico City metro system?,Mexico City
"{'answer_start': [46], 'text': ['MetrobĂșs']}","The city's first bus rapid transit line, the MetrobĂșs, began operation in June 2005, along Avenida Insurgentes. Line 2 opened in December 2008, serving Eje 4 Sur, line 3 opened in February 2011, serving Eje 1 Poniente, and line 4 opened in April 2012 connecting the airport with San LĂĄzaro and Buenavista Station at Insurgentes. As the microbuses were removed from its route, it was hoped that the MetrobĂșs could reduce pollution and decrease transit time for passengers. In June 2013, Mexico City's mayor announced two more lines to come: Line 5 serving Eje 3 Oriente and Line 6 serving Eje 5 Norte. As of June 2013, 367 MetrobĂșs buses transported 850,000 passengers daily.",572694255951b619008f7741,What is the name of the city's fast bus line?,Mexico City
"{'answer_start': [75], 'text': ['June 2005']}","The city's first bus rapid transit line, the MetrobĂșs, began operation in June 2005, along Avenida Insurgentes. Line 2 opened in December 2008, serving Eje 4 Sur, line 3 opened in February 2011, serving Eje 1 Poniente, and line 4 opened in April 2012 connecting the airport with San LĂĄzaro and Buenavista Station at Insurgentes. As the microbuses were removed from its route, it was hoped that the MetrobĂșs could reduce pollution and decrease transit time for passengers. In June 2013, Mexico City's mayor announced two more lines to come: Line 5 serving Eje 3 Oriente and Line 6 serving Eje 5 Norte. As of June 2013, 367 MetrobĂșs buses transported 850,000 passengers daily.",572694255951b619008f7742,When did Metrobus begin services?,Mexico City
"{'answer_start': [130], 'text': ['December 2008']}","The city's first bus rapid transit line, the MetrobĂșs, began operation in June 2005, along Avenida Insurgentes. Line 2 opened in December 2008, serving Eje 4 Sur, line 3 opened in February 2011, serving Eje 1 Poniente, and line 4 opened in April 2012 connecting the airport with San LĂĄzaro and Buenavista Station at Insurgentes. As the microbuses were removed from its route, it was hoped that the MetrobĂșs could reduce pollution and decrease transit time for passengers. In June 2013, Mexico City's mayor announced two more lines to come: Line 5 serving Eje 3 Oriente and Line 6 serving Eje 5 Norte. As of June 2013, 367 MetrobĂșs buses transported 850,000 passengers daily.",572694255951b619008f7743,When did the second line of Metrobus open?,Mexico City
